op_valley 
          4
          343
    3    2    1    1    2    2    1    1    1    1    1    2    2    1    1 
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1 
    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    2    3    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    3    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    3    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    3    2    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1 
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1 
    2    2    1    1    1    1    1    2    2    1    1    2    3 
  -12    6    0    1    1   -0.000001    0.000001
  -12    6    0    2    1    0.000001   -0.000025
  -12    6    0    3    1    0.000000   -0.000019
  -12    6    0    4    1    0.000000   -0.000000
  -12    6    0    1    2   -0.000001   -0.000010
  -12    6    0    2    2   -0.000001    0.000001
  -12    6    0    3    2    0.000000   -0.000040
  -12    6    0    4    2    0.000000   -0.000006
  -12    6    0    1    3    0.000000   -0.000006
  -12    6    0    2    3    0.000000   -0.000000
  -12    6    0    3    3    0.000001   -0.000001
  -12    6    0    4    3   -0.000001    0.000009
  -12    6    0    1    4    0.000000   -0.000041
  -12    6    0    2    4    0.000000   -0.000018
  -12    6    0    3    4    0.000001   -0.000012
  -12    6    0    4    4    0.000001   -0.000001
  -11    4    0    1    1   -0.000001   -0.000022
  -11    4    0    2    1    0.000001   -0.000014
  -11    4    0    3    1    0.000000   -0.000027
  -11    4    0    4    1   -0.000000    0.000019
  -11    4    0    1    2   -0.000001   -0.000058
  -11    4    0    2    2   -0.000001   -0.000022
  -11    4    0    3    2    0.000000   -0.000031
  -11    4    0    4    2    0.000000    0.000009
  -11    4    0    1    3    0.000000    0.000009
  -11    4    0    2    3   -0.000000    0.000019
  -11    4    0    3    3    0.000001    0.000022
  -11    4    0    4    3   -0.000001   -0.000028
  -11    4    0    1    4    0.000000   -0.000031
  -11    4    0    2    4    0.000000   -0.000027
  -11    4    0    3    4    0.000001    0.000017
  -11    4    0    4    4    0.000001    0.000022
  -11    5    0    1    1   -0.000001   -0.000001
  -11    5    0    2    1    0.000001   -0.000015
  -11    5    0    3    1    0.000000   -0.000030
  -11    5    0    4    1   -0.000000    0.000011
  -11    5    0    1    2   -0.000001   -0.000032
  -11    5    0    2    2   -0.000001   -0.000001
  -11    5    0    3    2    0.000000   -0.000049
  -11    5    0    4    2    0.000000   -0.000003
  -11    5    0    1    3    0.000000   -0.000004
  -11    5    0    2    3   -0.000000    0.000011
  -11    5    0    3    3    0.000001    0.000001
  -11    5    0    4    3   -0.000001   -0.000001
  -11    5    0    1    4    0.000000   -0.000049
  -11    5    0    2    4    0.000000   -0.000030
  -11    5    0    3    4    0.000001    0.000014
  -11    5    0    4    4    0.000001    0.000001
  -11    6    0    1    1   -0.000001    0.000005
  -11    6    0    2    1    0.000001   -0.000015
  -11    6    0    3    1    0.000000   -0.000014
  -11    6    0    4    1    0.000000    0.000002
  -11    6    0    1    2   -0.000000   -0.000012
  -11    6    0    2    2   -0.000001    0.000006
  -11    6    0    3    2    0.000000   -0.000041
  -11    6    0    4    2    0.000000    0.000004
  -11    6    0    1    3    0.000000    0.000003
  -11    6    0    2    3    0.000000    0.000002
  -11    6    0    3    3    0.000001   -0.000006
  -11    6    0    4    3   -0.000001    0.000007
  -11    6    0    1    4    0.000000   -0.000041
  -11    6    0    2    4    0.000000   -0.000014
  -11    6    0    3    4    0.000001   -0.000006
  -11    6    0    4    4    0.000001   -0.000006
  -11    7    0    1    1   -0.000000    0.000001
  -11    7    0    2    1    0.000001   -0.000012
  -11    7    0    3    1    0.000000   -0.000005
  -11    7    0    4    1    0.000000   -0.000004
  -11    7    0    1    2   -0.000000   -0.000005
  -11    7    0    2    2   -0.000000    0.000001
  -11    7    0    3    2    0.000000   -0.000017
  -11    7    0    4    2    0.000000    0.000007
  -11    7    0    1    3    0.000000    0.000007
  -11    7    0    2    3    0.000000   -0.000004
  -11    7    0    3    3    0.000000   -0.000001
  -11    7    0    4    3   -0.000001    0.000003
  -11    7    0    1    4    0.000000   -0.000018
  -11    7    0    2    4    0.000000   -0.000005
  -11    7    0    3    4    0.000000   -0.000026
  -11    7    0    4    4    0.000000   -0.000001
  -10    2    0    1    1   -0.000000   -0.000014
  -10    2    0    2    1    0.000001   -0.000018
  -10    2    0    3    1   -0.000000    0.000032
  -10    2    0    4    1   -0.000001   -0.000044
  -10    2    0    1    2   -0.000002   -0.000015
  -10    2    0    2    2    0.000000   -0.000013
  -10    2    0    3    2    0.000001    0.000025
  -10    2    0    4    2   -0.000000   -0.000001
  -10    2    0    1    3   -0.000000   -0.000001
  -10    2    0    2    3   -0.000001   -0.000043
  -10    2    0    3    3   -0.000000    0.000013
  -10    2    0    4    3   -0.000001   -0.000050
  -10    2    0    1    4    0.000000    0.000025
  -10    2    0    2    4   -0.000000    0.000033
  -10    2    0    3    4    0.000001   -0.000057
  -10    2    0    4    4    0.000000    0.000014
  -10    3    0    1    1   -0.000000   -0.000037
  -10    3    0    2    1    0.000001    0.000006
  -10    3    0    3    1    0.000000   -0.000009
