proj_v1 
          4
          327
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1 
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1 
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2 
    1    1    1    1    1    1    1    1    1    1    1    1 
  -12    6    0    1    1    0.000000   -0.000124
  -12    6    0    2    1   -0.000000   -0.000007
  -12    6    0    3    1   -0.000001    0.000202
  -12    6    0    4    1   -0.000000   -0.000145
  -12    6    0    1    2    0.000000    0.000046
  -12    6    0    2    2    0.000000    0.000165
  -12    6    0    3    2   -0.000000    0.000048
  -12    6    0    4    2   -0.000000   -0.000035
  -12    6    0    1    3   -0.000000   -0.000416
  -12    6    0    2    3   -0.000000   -0.000123
  -12    6    0    3    3   -0.000000   -0.000202
  -12    6    0    4    3   -0.000000    0.000063
  -12    6    0    1    4   -0.000000    0.000055
  -12    6    0    2    4   -0.000000   -0.000028
  -12    6    0    3    4    0.000000   -0.000030
  -12    6    0    4    4   -0.000000    0.000161
  -11    4    0    1    1    0.000000    0.000006
  -11    4    0    2    1    0.000000    0.000013
  -11    4    0    3    1   -0.000000   -0.000135
  -11    4    0    4    1   -0.000000   -0.000434
  -11    4    0    1    2   -0.000000    0.000129
  -11    4    0    2    2   -0.000000   -0.000030
  -11    4    0    3    2    0.000000    0.000060
  -11    4    0    4    2   -0.000000   -0.000011
  -11    4    0    1    3    0.000000   -0.000183
  -11    4    0    2    3   -0.000000    0.000084
  -11    4    0    3    3    0.000000    0.000060
  -11    4    0    4    3    0.000000    0.000138
  -11    4    0    1    4   -0.000000    0.000061
  -11    4    0    2    4    0.000000   -0.000012
  -11    4    0    3    4    0.000000   -0.000063
  -11    4    0    4    4   -0.000000   -0.000036
  -11    5    0    1    1   -0.000000    0.000091
  -11    5    0    2    1   -0.000000    0.000048
  -11    5    0    3    1    0.000000   -0.000385
  -11    5    0    4    1    0.000000    0.000276
  -11    5    0    1    2   -0.000000   -0.000140
  -11    5    0    2    2    0.000000   -0.000038
  -11    5    0    3    2   -0.000000   -0.000276
  -11    5    0    4    2    0.000000   -0.000006
  -11    5    0    1    3   -0.000000    0.000058
  -11    5    0    2    3    0.000001    0.000227
  -11    5    0    3    3   -0.000000    0.000063
  -11    5    0    4    3    0.000000   -0.000134
  -11    5    0    1    4    0.000000   -0.000240
  -11    5    0    2    4   -0.000000   -0.000038
  -11    5    0    3    4   -0.000000    0.000142
  -11    5    0    4    4    0.000000   -0.000116
  -11    6    0    1    1   -0.000000    0.000016
  -11    6    0    2    1    0.000000   -0.000002
  -11    6    0    3    1    0.000000    0.000222
  -11    6    0    4    1   -0.000000   -0.000150
  -11    6    0    1    2    0.000000    0.000042
  -11    6    0    2    2   -0.000000   -0.000135
  -11    6    0    3    2    0.000001    0.000065
  -11    6    0    4    2   -0.000000    0.000048
  -11    6    0    1    3    0.000000    0.000191
  -11    6    0    2    3   -0.000000   -0.000132
  -11    6    0    3    3    0.000000    0.000126
